소방서 및 안전센터명,위도,경도,시도,시군구,상세주소,상위 본부명
과천소방서-과천-119 안전센터,37.4422944,127.008872,경기도,과천시,궁말로 30 (주암동),경기재난본부
과천소방서-중앙-119 안전센터,37.4285792,126.990472,경기도,과천시,통영로 12 (중앙동),경기재난본부
양평소방서-용문-119 안전센터,37.4929878,127.5903207,경기도,양평군,용문면 연수로 64 (다문리),경기재난본부
양평소방서-강상-119 안전센터,37.4803451,127.4782139,경기도,양평군,강상면 송학길 54 (송학리),경기재난본부
양평소방서-공흥-119 안전센터,37.5003332,127.5073421,경기도,양평군,양평읍 경강로 2047 (공흥리),경기재난본부
여주소방서-북내-119 안전센터,37.3247091,127.6778593,경기도,여주시,북내면 도예로 440 (당우리),경기재난본부
여주소방서-가남-119 안전센터,37.2134355,127.5434964,경기도,여주시,가남면 일신로 32 (태평리),경기재난본부
여주소방서-여주-119 안전센터,37.2916731,127.6257777,경기도,여주시,우암로 110 (월송동),경기재난본부
오산소방서-원동-119 안전센터,37.1336369,127.0722311,경기도,오산시,경기대로 99 (원동),경기재난본부
오산소방서-청학-119 안전센터,37.1547092,127.0638941,경기도,오산시,청학로 55-6 (청학동),경기재난본부
의왕소방서-오전-119 안전센터,37.3563086,126.9685466,경기도,의왕시,경수대로 344 (오전동),경기재난본부
의왕소방서-백운-119 안전센터,37.3905868,126.9925141,경기도,의왕시,안양판교로 187 (청계동),경기재난본부
의왕소방서-고천-119 안전센터,37.3441651,126.9747136,경기도,의왕시,오봉로 9 (고천동),경기재난본부
하남소방서-덕풍-119 안전센터,37.5522654,127.2044638,경기도,하남시,덕풍서로 60 (덕풍동),경기재난본부
하남소방서-감북-119 안전센터,37.5159443,127.1675689,경기도,하남시,감북로 91 (광암동),경기재난본부
하남소방서-신장-119 안전센터,37.5398975,127.2204324,경기도,하남시,대청로 76 (신장동),경기재난본부
안성소방서-공도-119 안전센터,37.0008594,127.173101,경기도,안성시,공도읍 공도로 111 (만정리),경기재난본부
안성소방서-죽산-119 안전센터,37.0680606,127.4240444,경기도,안성시,죽산면 장원공단길 38 (장원리),경기재난본부
안성소방서-미양-119 안전센터,36.9775628,127.2605884,경기도,안성시,미양면 제2공단3길 8 (계륵리),경기재난본부
안성소방서-도기-119 안전센터,37.0004851,127.2560104,경기도,안성시,미양로 855 (도기동),경기재난본부
광주소방서-능평-119 안전센터,37.3572416,127.1687436,경기도,광주시,오포읍 대명대길 30 (능평리),경기재난본부
광주소방서-곤지암-119 안전센터,37.3378171,127.3367752,경기도,광주시,곤지암읍 도척로 163 (곤지암리),경기재난본부
광주소방서-오포-119 안전센터,37.371385,127.233549,경기도,광주시,오포읍 오포로 910-5 (고산리),경기재난본부
광주소방서-경안-119 안전센터,37.4148213,127.2642752,경기도,광주시,수하길 36 (송정동),경기재난본부
광주소방서-초월-119 안전센터,37.385597,127.2995112,경기도,광주시,초월읍 무들로 112 (대쌍령리),경기재난본부
김포소방서-마산-119 안전센터,37.6396485,126.6443504,경기도,김포시,김포한강8로 196,경기재난본부
김포소방서-대곶-119 안전센터,37.6334757,126.5824861,경기도,김포시,대곶면 수남로 104,경기재난본부
김포소방서-하성-119 안전센터,37.7112996,126.6376544,경기도,김포시,하성면 하성로 404 (마곡리),경기재난본부
김포소방서-고촌-119 안전센터,37.6023615,126.7737294,경기도,김포시,고촌읍 은행영사정로 31 (신곡리),경기재난본부
평창소방서-진부-119 안전센터,37.6447332,128.5674389,강원특별자치도,평창군,진부면 진부로 37,강원소방본부
평창소방서-현장대응과(평창)-119 안전센터,37.3782173,128.3892757,강원특별자치도,평창군,평창읍 살구실길 10,강원소방본부
영월소방서-영월_중동-119 안전센터,37.1424979,128.6798601,강원특별자치도,영월군,중동면 응고개길 10-17,강원소방본부
영월소방서-주천-119 안전센터,37.2747988,128.2697868,강원특별자치도,영월군,송학주천로 1467-15,강원소방본부
영월소방서-방호구조과(영월)-119 안전센터,37.1853596,128.45845,강원특별자치도,영월군,영월읍 영월로 1863,강원소방본부
횡성소방서-우천-119 안전센터,37.4475992,128.0750977,강원특별자치도,횡성군,우천면 서동로 199,강원소방본부
횡성소방서-둔내-119 안전센터,37.5065482,128.2123264,강원특별자치도,횡성군,둔내면 고원남로 42,강원소방본부
횡성소방서-방호구조과(횡성)-119 안전센터,37.4853506,127.9739835,강원특별자치도,횡성군,횡성읍 문예로 157,강원소방본부
홍천소방서-서석-119 안전센터,37.7128905,128.1841197,강원특별자치도,홍천군,서석면 구룡령로 2512,강원소방본부
홍천소방서-양덕원-119 안전센터,37.6122562,127.7704377,강원특별자치도,홍천군,남면 시동로 38,강원소방본부
홍천소방서-현장대응과(홍천)-119 안전센터,37.6915636,127.9022656,강원특별자치도,홍천군,홍천읍 공작산로 99,강원소방본부
삼척소방서-원덕-119 안전센터,37.180051,129.33005,강원특별자치도,삼척시,원덕읍 삼척로 504,강원소방본부
삼척소방서-근덕-119 안전센터,37.3801345,129.2281599,강원특별자치도,삼척시,근덕면 교가길 37,강원소방본부
삼척소방서-도계-119 안전센터,37.2408522,129.04575,강원특별자치도,삼척시,도계읍 도계강변3길 16,강원소방본부
삼척소방서-현장대응과(남양)-119 안전센터,37.4468677,129.1707633,강원특별자치도,삼척시,봉황로 101,강원소방본부
속초소방서-설악-119 안전센터,38.1661644,128.5253719,강원특별자치도,속초시,청봉로5길 37,강원소방본부
속초소방서-영랑-119 안전센터,38.1958059,128.5773493,강원특별자치도,속초시,동해대로 4219,강원소방본부
속초소방서-현장대응과(노학)-119 안전센터,38.2036833,128.5601889,강원특별자치도,속초시,미시령로 3226,강원소방본부
태백소방서-화전-119 안전센터,37.1806263,128.984325,강원특별자치도,태백시,태백로 814,강원소방본부
태백소방서-철암-119 안전센터,37.1210271,129.044225,강원특별자치도,태백시,동태백로 552,강원소방본부
태백소방서-태백_장성-119 안전센터,37.1034453,129.0080219,강원특별자치도,태백시,석공길 16-9,강원소방본부
태백소방서-현장대응과(황지)-119 안전센터,37.1585158,128.9893395,강원특별자치도,태백시,태백로 1120,강원소방본부
동해소방서-북평-119 안전센터,37.4716971,129.1431527,강원특별자치도,동해시,공단1로 21,강원소방본부
동해소방서-북삼-119 안전센터,37.4893599,129.1068782,강원특별자치도,동해시,효자남길 33-10,강원소방본부
동해소방서-묵호-119 안전센터,37.5516043,129.1106571,강원특별자치도,동해시,일출로 29,강원소방본부
동해소방서-현장대응과(천곡)-119 안전센터,37.5246394,129.1184909,강원특별자치도,동해시,천곡로 120,강원소방본부
강릉소방서-강릉_옥계-119 안전센터,37.6023162,129.0301545,강원특별자치도,강릉시,옥계면 현내시장길 163,강원소방본부
강릉소방서-포남-119 안전센터,37.7723012,128.9128895,강원특별자치도,강릉시,하평2길 23,강원소방본부
강릉소방서-주문진-119 안전센터,37.8740036,128.8316215,강원특별자치도,강릉시,연곡면 연주로 226,강원소방본부
강릉소방서-내곡-119 안전센터,37.7447454,128.8846775,강원특별자치도,강릉시,범일로 660,강원소방본부
강릉소방서-경포-119 안전센터,37.8050228,128.9052478,강원특별자치도,강릉시,해안로 502,강원소방본부
원주소방서-흥업-119 안전센터,37.1661206,127.8842321,강원특별자치도,원주시,귀래면 북원로 53-5,강원소방본부
원주소방서-문막-119 안전센터,37.3034823,127.8145737,강원특별자치도,원주시,문막읍 문막시장1길 90,강원소방본부
원주소방서-원주_신림-119 안전센터,37.2297571,128.079015,강원특별자치도,원주시,신림면 치악로 27,강원소방본부
원주소방서-현장대응과(명륜)-119 안전센터,37.328358,127.944363,강원특별자치도,원주시,남원로 487,강원소방본부
춘천소방서-신북-119 안전센터,37.9284536,127.7512506,강원특별자치도,춘천시,신북읍 신북로 35,강원소방본부
춘천소방서-강촌-119 안전센터,37.7852337,127.6474569,강원특별자치도,춘천시,남산면 소주고개로 680,강원소방본부
춘천소방서-석사-119 안전센터,37.8461967,127.7711482,강원특별자치도,춘천시,동내면 고은길9,강원소방본부
춘천소방서-춘천_효자-119 안전센터,37.8710328,127.7263561,강원특별자치도,춘천시,효명길 8,강원소방본부
춘천소방서-소양-119 안전센터,37.882111,127.7244645,강원특별자치도,춘천시,금강로 15,강원소방본부
춘천소방서-현장대응과(후평)-119 안전센터,37.889424,127.7433,강원특별자치도,춘천시,후석로 446,강원소방본부
연천소방서-연천-119 안전센터,38.0994716,127.0768715,경기도,연천군,연천읍 차현로 92,경기북부소방재난본부
연천소방서-전곡-119 안전센터,38.0162574,127.0719869,경기도,연천군,전곡읍 전곡로 27,경기북부소방재난본부
연천소방서-은대-119 안전센터,38.0482463,127.0683901,경기도,연천군,전곡읍 평화로 892,경기북부소방재난본부
가평소방서-조종면-119 안전센터,37.8161608,127.3498024,경기도,,조종면 현창로 14,경기북부소방재난본부
가평소방서-가평-119 안전센터,37.8232947,127.5165809,경기도,,가평읍 가화로 36,경기북부소방재난본부
동두천소방서-소요-119 안전센터,37.9464081,127.0651326,경기도,동두천시,평화로 2910번길 65(상봉암동),경기북부소방재난본부
동두천소방서-불현-119 안전센터,37.8922941,127.0476176,경기도,동두천시,지행로 6(지행동),경기북부소방재난본부
양주소방서-장흥-119 안전센터,37.7120455,126.9362472,경기도,,장흥면 일영로 794,경기북부소방재난본부
양주소방서-남면-119 안전센터,37.9017492,126.9864603,경기도,,남면 삼육사로 247,경기북부소방재난본부
양주소방서-고읍-119 안전센터,37.8019333,127.06975,경기도,,고덕로 266,경기북부소방재난본부
양주소방서-광적-119 안전센터,37.8234855,126.9815412,경기도,,광적면 광적로 55,경기북부소방재난본부
양주소방서-회천-119 안전센터,37.8461987,127.055575,경기도,,화합로 1272,경기북부소방재난본부
양주소방서-백석-119 안전센터,37.795763,126.9893738,경기도,,백석읍 꿈나무로 156,경기북부소방재난본부
포천소방서-영중-119 안전센터,37.9985344,127.2427035,경기도,포천시,영중면 양문로 66,경기북부소방재난본부
포천소방서-내촌-119 안전센터,37.7904076,127.2305042,경기도,포천시,내촌면 내촌로 120,경기북부소방재난본부
포천소방서-가산-119 안전센터,37.8485321,127.194475,경기도,포천시,포천로 890,경기북부소방재난본부
포천소방서-일동-119 안전센터,37.9480881,127.3099586,경기도,포천시,일동면 영일로 978,경기북부소방재난본부
포천소방서-영북-119 안전센터,38.0871144,127.2754167,경기도,포천시,영북면 영북로 144,경기북부소방재난본부
포천소방서-소흘-119 안전센터,37.836111,127.1317566,경기도,포천시,소흘읍 송우로 182(송우리 576-1),경기북부소방재난본부
포천소방서-군내-119 안전센터,37.8913983,127.2025465,경기도,포천시,군내면 호국로 1538,경기북부소방재난본부
구리소방서-인창-119 안전센터,37.6041404,127.1419625,경기도,구리시,건원대로 34번길 28 인창119안전센터,경기북부소방재난본부
구리소방서-교문-119 안전센터,37.5982996,127.1278435,경기도,구리시,아차산로 487번길 46 교문119안전센터,경기북부소방재난본부
천안서북소방서-서부-119 안전센터,36.8122597,127.1387958,충청남도,천안시 서북구,양지18길 22,충남소방본부
천안서북소방서-성거-119 안전센터,36.8833453,127.2078642,충청남도,천안시 서북구,성거읍 천흥8길 11,충남소방본부
천안서북소방서-차암-119 안전센터,36.8625095,127.1160297,충청남도,천안시 서북구,직산읍 4산단 2길 32,충남소방본부
천안동남소방서-병천-119 안전센터,36.7641688,127.3010448,충청남도,천안시 동남구,병천면 아우내순대길 78,충남소방본부
천안동남소방서-독립-119 안전센터,36.7814917,127.2216625,충청남도,천안시 동남구,목천읍 삼방로 95,충남소방본부
천안동남소방서-청당-119 안전센터,36.7006077,127.1108469,충청남도,천안시 동남구,광덕면 신흥리1길 148,충남소방본부
천안동남소방서-구성-119 안전센터,36.7998721,127.1653741,충청남도,천안시 동남구,천안대로 580,충남소방본부
단양소방서-매포-119 안전센터,37.0311068,128.2948283,충청북도,단양군,매포읍 평동4로 79,충북소방본부
단양소방서-단양_중앙-119 안전센터,36.9861842,128.3677181,충청북도,단양군,단양읍 중앙1로 29,충북소방본부
음성소방서-감곡-119 안전센터,37.1120321,127.6440625,충청북도,음성군,감곡면 음성로 2652,충북소방본부
음성소방서-대소-119 안전센터,36.9695513,127.486,충청북도,음성군,대소면 오산로 74,충북소방본부
음성소방서-음성-119 안전센터,36.930219,127.6784717,충청북도,음성군,음성읍 음성로 122,충북소방본부
음성소방서-음성_중앙-119 안전센터,36.9896677,127.5952281,충청북도,음성군,금왕읍 응천서길 11,충북소방본부
괴산소방서-괴산_중앙-119 안전센터,36.8075933,127.8013959,충청북도,괴산군,괴강로 69,충북소방본부
진천소방서-진천_덕산-119 안전센터,36.8992691,127.5106377,충청북도,진천군,덕산면 초금로 606-1,충북소방본부
진천소방서-광혜원-119 안전센터,36.9918062,127.4367307,충청북도,진천군,광혜원면 화랑길 99,충북소방본부
진천소방서-진천_중앙-119 안전센터,36.8728097,127.4410784,충청북도,진천군,진천읍 진광로 93,충북소방본부
증평소방서-증평_중앙-119 안전센터,36.7878912,127.5838223,충청북도,,증평읍 충청대로 1789,충북소방본부
영동소방서-황간-119 안전센터,36.235293,127.9039,충청북도,영동군,황간면 황간로 132,충북소방본부
영동소방서-영동_중앙-119 안전센터,36.1656657,127.7890123,충청북도,영동군,영동읍 영동황간로 174,충북소방본부
옥천소방서-청산-119 안전센터,36.3450498,127.7813228,충청북도,옥천군,청산면 남부로 2306,충북소방본부
옥천소방서-옥천_중앙-119 안전센터,36.3079508,127.5742761,충청북도,옥천군,옥천읍 중앙로 132,충북소방본부
보은소방서-구병산-119 안전센터,36.4355732,127.8174267,충청북도,보은군,마로면 관기 송현로 78,충북소방본부
보은소방서-속리산-119 안전센터,36.5321025,127.8237383,충청북도,보은군,속리산면 법주사로 278,충북소방본부
보은소방서-보은_중앙-119 안전센터,36.4769632,127.7221438,충청북도,보은군,보은읍 남부로 4415,충북소방본부
제천소방서-제천_봉양-119 안전센터,37.1315909,128.1286748,충청북도,제천시,봉양읍 북부로1433,충북소방본부
제천소방서-화산-119 안전센터,37.1186628,128.2040773,충청북도,제천시,강명길 17,충북소방본부
제천소방서-제천_중앙-119 안전센터,37.16059,128.2128,충청북도,제천시,신죽하로 164,충북소방본부
충주소방서-연수-119 안전센터,36.9828079,127.9353734,충청북도,충주시,연수동 454-30,충북소방본부
충주소방서-앙성-119 안전센터,37.108693,127.752216,충청북도,충주시,앙성면 가곡로 1019,충북소방본부
충주소방서-수안보-119 안전센터,36.8470755,127.9941083,충청북도,충주시,수안보면 관동길 9-7,충북소방본부
충주소방서-충주_남부-119 안전센터,36.9592335,127.9279495,충청북도,충주시,호암대로 13,충북소방본부
충주소방서-충주_중앙-119 안전센터,37.0032917,127.9211,충청북도,충주시,목행산단7로 9,충북소방본부
서부소방서_충북-남이-119 안전센터,36.5307207,127.4287783,충청북도,청주시 서원구,청남로 866,충북소방본부
서부소방서_충북-서부(충북)_사직-119 안전센터,36.6378228,127.4723282,충청북도,청주시 서원구,사직대로 229,충북소방본부
서부소방서_충북-서부(충북)_남부-119 안전센터,36.6040265,127.4704346,충청북도,청주시 서원구,산미로 70,충북소방본부
서부소방서_충북-복대-119 안전센터,36.6398817,127.4396546,충청북도,청주시 흥덕구,공단로 93,충북소방본부
서부소방서_충북-서부(충북)_중앙-119 안전센터,36.62729,127.43695,충청북도,청주시 흥덕구,가경로 143,충북소방본부
동부소방서_충북-오창-119 안전센터,36.71281,127.4324718,충청북도,청주시 청원구,오창읍 중심상업2로 30,충북소방본부
동부소방서_충북-내수-119 안전센터,36.7245899,127.5389913,충청북도,청주시 청원구,내수읍 청암로80,충북소방본부
동부소방서_충북-문의-119 안전센터,36.5173082,127.496528,충청북도,청주시 상당구,문의면 문의시내1길 8,충북소방본부
동부소방서_충북-북문-119 안전센터,36.64329,127.489938,충청북도,청주시 상당구,상당로 168,충북소방본부
동부소방서_충북-율량-119 안전센터,36.6658468,127.4904891,충청북도,청주시 청원구,율봉로202번길 66-2,충북소방본부
동부소방서_충북-동부(충북)_중앙-119 안전센터,36.6209601,127.494848,충청북도,청주시 상당구,영운로 61,충북소방본부
양양소방서-방호구조과(양양)-119 안전센터,38.0674264,128.6224396,강원특별자치도,양양군,양양읍 남대천로 33,강원소방본부
고성소방서-거진-119 안전센터,38.4410185,128.4526906,강원특별자치도,고성군,거진읍 수외길 19,강원소방본부
고성소방서-동광-119 안전센터,38.2811849,128.5492178,강원특별자치도,고성군,토성면 동해대로 5320,강원소방본부
고성소방서-방호구조과(간성)-119 안전센터,38.3769921,128.4738364,강원특별자치도,고성군,간성읍 수성로 37-11,강원소방본부
인제소방서-기린-119 안전센터,37.9616761,128.3206439,강원특별자치도,인제군,기린면 내린천로 4100,강원소방본부
인제소방서-원통-119 안전센터,38.126176,128.2135799,강원특별자치도,인제군,북면 원통로 276,강원소방본부
인제소방서-방호구조과(인제)-119 안전센터,38.0614106,128.168508,강원특별자치도,인제군,인제읍 비봉로 44번길 71,강원소방본부
철원소방서-갈말-119 안전센터,38.1521725,127.3070147,강원특별자치도,철원군,갈말읍 명성로 229,강원소방본부
철원소방서-김화-119 안전센터,38.245421,127.4353237,강원특별자치도,철원군,서면 약수로 76,강원소방본부
철원소방서-동송-119 안전센터,38.2107647,127.2161308,강원특별자치도,철원군,동송읍 금학로 251길 17,강원소방본부
철원소방서-방호구조과(갈말)-119 안전센터,38.1855846,127.323525,강원특별자치도,철원군,갈말읍 태봉로 1504,강원소방본부
정선소방서-사북-119 안전센터,37.224175,128.8156283,강원특별자치도,정선군,사북읍 하이원길 29,강원소방본부
정선소방서-임계-119 안전센터,37.4951465,128.8529298,강원특별자치도,정선군,임계면 송계4길 9,강원소방본부
정선소방서-고한-119 안전센터,37.1949013,128.869425,강원특별자치도,정선군,고한읍 강원남로 6455,강원소방본부
정선소방서-신동-119 안전센터,37.2208853,128.647282,강원특별자치도,정선군,신동읍 의림로 342,강원소방본부
정선소방서-방호구조과(정선)-119 안전센터,37.3797392,128.6718684,강원특별자치도,정선군,녹송로 27,강원소방본부
평창소방서-대관령-119 안전센터,37.6725459,128.7012598,강원특별자치도,평창군,대관령면 올림픽로 62-20,강원소방본부
평창소방서-대화-119 안전센터,37.5031563,128.4542482,강원특별자치도,평창군,대화면 평창대로 934,강원소방본부
평창소방서-봉평-119 안전센터,37.6124585,128.3776755,강원특별자치도,평창군,봉평면 기풍로 107-6,강원소방본부
전주덕진소방서-금암-119 안전센터,35.8421216,127.1363781,전북특별자치도,전주시 덕진구,백제대로 611,전북소방본부
청양소방서-정산-119 안전센터,36.4166596,126.9479615,충청남도,청양군,정산면 서정4길 49,충남소방본부
청양소방서-청양-119 안전센터,36.451623,126.7924514,충청남도,청양군,청양읍 충절로 1187,충남소방본부
태안소방서-근흥-119 안전센터,36.6824865,126.1474251,충청남도,태안군,근흥면 신진도리 249,충남소방본부
태안소방서-원북-119 안전센터,36.8356519,126.2723911,충청남도,태안군,원북면 원이로 1031,충남소방본부
태안소방서-안면-119 안전센터,36.5158834,126.3480905,충청남도,태안군,안면읍 장터로 77,충남소방본부
태안소방서-태안_태안-119 안전센터,36.758023,126.2861164,충청남도,태안군,태안읍 동백로 100,충남소방본부
예산소방서-예산_덕산-119 안전센터,36.7048766,126.67316,충청남도,예산군,덕산면 도청대로 1160,충남소방본부
예산소방서-삽교-119 안전센터,36.6889797,126.73836,충청남도,예산군,삽교읍 삽교로1길 34,충남소방본부
예산소방서-예산_금오-119 안전센터,36.6785008,126.8271646,충청남도,예산군,예산읍 예당관광로 760,충남소방본부
예산소방서-오가-119 안전센터,36.686551,126.801863,충청남도,예산군,오가면 오가중앙로 111,충남소방본부
홍성소방서-내포-119 안전센터,36.6473146,126.677031,충청남도,홍성군,홍북읍 의향로 133,충남소방본부
홍성소방서-갈산-119 안전센터,36.599884,126.5543207,충청남도,홍성군,갈산면 갈산로150번길 16,충남소방본부
홍성소방서-광천-119 안전센터,36.5140504,126.6224516,충청남도,홍성군,광천읍 충서로 354,충남소방본부
홍성소방서-옥암-119 안전센터,36.5888972,126.657524,충청남도,홍성군,홍성읍 충서로 1258,충남소방본부
홍성소방서-구룡-119 안전센터,36.5851995,126.6957647,충청남도,홍성군,홍성읍 충절로 741,충남소방본부
서천소방서-서면-119 안전센터,36.1631701,126.5315504,충청남도,서천군,서면 부사로 153,충남소방본부
서천소방서-비인-119 안전센터,36.1383063,126.605199,충청남도,서천군,비인면 비인로 141,충남소방본부
서천소방서-한산-119 안전센터,36.0831596,126.8061096,충청남도,서천군,한산면 충절로 1164,충남소방본부
서천소방서-서천-119 안전센터,36.0768754,126.6885429,충청남도,서천군,서천읍 충절로49번길 33-8,충남소방본부
서천소방서-서천_장항-119 안전센터,36.0135196,126.6830247,충청남도,서천군,장항읍 장항로 37,충남소방본부
부여소방서-외산-119 안전센터,36.301986,126.705837,충청남도,부여군,외산면 만수로 235,충남소방본부
부여소방서-홍산-119 안전센터,36.2181805,126.7553968,충청남도,부여군,홍산면 북토로 89,충남소방본부
부여소방서-임천-119 안전센터,36.1841702,126.8965051,충청남도,부여군,임천면 성흥로 179번길 1,충남소방본부
부여소방서-사비-119 안전센터,36.2858917,126.9269558,충청남도,부여군,부여읍 북포로 29,충남소방본부
부여소방서-백제-119 안전센터,36.2749958,126.8822443,충청남도,부여군,규암면 계백로 17,충남소방본부
금산소방서-복진-119 안전센터,36.143224,127.3683718,충청남도,금산군,진산면 읍내로 47-1,충남소방본부
금산소방서-추부-119 안전센터,36.1939742,127.4682501,충청남도,금산군,추부면 삼육로 47,충남소방본부
금산소방서-금산_금산-119 안전센터,36.099909,127.4801011,충청남도,금산군,금산읍 삼풍로 2,충남소방본부
당진소방서-기지시-119 안전센터,36.9084944,126.6908287,충청남도,당진시,송악읍 틀모시로 844,충남소방본부
당진소방서-당진_신평-119 안전센터,36.8810741,126.7771497,충청남도,당진시,신평면 신평길 133,충남소방본부
당진소방서-석문-119 안전센터,36.9851984,126.5887176,충청남도,당진시,석문면 보덕포로 1069-21,충남소방본부
당진소방서-송악-119 안전센터,36.9601607,126.7682725,충청남도,당진시,송악읍 송악로 1019,충남소방본부
당진소방서-합덕-119 안전센터,36.8128036,126.7666745,충청남도,당진시,우강면 중방로 2,충남소방본부
당진소방서-당진-119 안전센터,36.8860342,126.6177418,충청남도,당진시,역천로 838(채운동),충남소방본부
계룡소방서-계룡-119 안전센터,36.2619827,127.2744311,충청남도,계룡시,두마면 사계로 170,충남소방본부
논산소방서-논산_연산-119 안전센터,36.2124649,127.1827843,충청남도,논산시,연산면 관창로 54,충남소방본부
논산소방서-연무-119 안전센터,36.1264134,127.1282714,충청남도,논산시,연무읍 동안로 1137,충남소방본부
논산소방서-강경-119 안전센터,36.157867,127.0181811,충청남도,논산시,강경읍 동안로 3,충남소방본부
논산소방서-반월-119 안전센터,36.2044626,127.0841448,충청남도,논산시,해월로 153-1,충남소방본부
논산소방서-논산_내동-119 안전센터,36.1782935,127.10039,충청남도,논산시,대학로 17,충남소방본부
서산소방서-성연-119 안전센터,36.8259577,126.4471183,충청남도,서산시,성연면 일람리 1071,충남소방본부
서산소방서-부석-119 안전센터,36.7174959,126.3936929,충청남도,서산시,부석면 강경벌로 10,충남소방본부
서산소방서-해미-119 안전센터,36.7100555,126.5426,충청남도,서산시,해미면 성지3길 33,충남소방본부
서산소방서-서산_동부-119 안전센터,36.789833,126.45905,충청남도,서산시,학동3로53(동문동),충남소방본부
서산소방서-서산_대산-119 안전센터,36.9408765,126.4395624,충청남도,서산시,대산읍 망일산로 831-15,충남소방본부
서산소방서-서산_예천-119 안전센터,36.7733417,126.444925,충청남도,서산시,호수공원 14로 26-4(예천동),충남소방본부
아산소방서-배방-119 안전센터,36.77386,127.0540705,충청남도,아산시,배방읍 배방로 38,충남소방본부
아산소방서-인주-119 안전센터,36.8804849,126.9100102,충청남도,아산시,인주면 공세길 19,충남소방본부
아산소방서-신창-119 안전센터,36.7712579,126.9354029,충청남도,아산시,신창면 순천향로 48,충남소방본부
아산소방서-둔포-119 안전센터,36.9314596,127.042875,충청남도,아산시,둔포면 충무로 1848,충남소방본부
아산소방서-모종-119 안전센터,36.7867187,127.0163173,충청남도,아산시,문화로 293,충남소방본부
보령소방서-주포-119 안전센터,36.4152519,126.5875304,충청남도,보령시,주포면 질재로 47-16,충남소방본부
보령소방서-오천-119 안전센터,36.4385829,126.5219963,충청남도,보령시,오천면 소성안길 47,충남소방본부
보령소방서-웅천-119 안전센터,36.2351103,126.5971681,충청남도,보령시,웅천읍 충서로 947,충남소방본부
보령소방서-신흑-119 안전센터,36.3168459,126.5143085,충청남도,보령시,대천항로 205,충남소방본부
보령소방서-죽정-119 안전센터,36.3565891,126.6057898,충청남도,보령시,대천로 122,충남소방본부
공주소방서-공주_계룡-119 안전센터,36.3613499,127.1414197,충청남도,공주시,계룡면 월암송정길 18,충남소방본부
공주소방서-동학사-119 안전센터,36.3637401,127.2539972,충청남도,공주시,반포면 동학사1로 110,충남소방본부
공주소방서-신관-119 안전센터,36.4749182,127.129775,충청남도,공주시,의당로 31,충남소방본부
공주소방서-유구-119 안전센터,36.5399407,126.9459625,충청남도,공주시,유구읍 유구외곽로 368,충남소방본부
공주소방서-공주_교동-119 안전센터,36.4594492,127.1083497,충청남도,공주시,무령로 55,충남소방본부
천안서북소방서-입장-119 안전센터,36.9090297,127.2272769,충청남도,천안시 서북구,망향로 1107,충남소방본부
천안서북소방서-쌍용-119 안전센터,36.7975937,127.1182993,충청남도,천안시 서북구,월봉로 78,충남소방본부
천안서북소방서-성환-119 안전센터,36.9277027,127.1312601,충청남도,천안시 서북구,성환읍 성환1로 395,충남소방본부
순천소방서-왕조-119 안전센터,34.9526529,127.5247395,전라남도,순천시,기적의도서관 1길 30,전남소방본부
순천소방서-저전-119 안전센터,34.9480862,127.4865431,전라남도,순천시,중앙로 19,전남소방본부
순천소방서-서면-119 안전센터,34.9866763,127.503975,전라남도,순천시,서면 삼산로 281,전남소방본부
여수소방서-돌산-119 안전센터,34.7186602,127.7501594,전라남도,여수시,돌산읍 강남로 34,전남소방본부
여수소방서-봉산-119 안전센터,34.7302074,127.7301509,전라남도,여수시,어항단지로 222-5(남산동),전남소방본부
여수소방서-여서-119 안전센터,34.7565083,127.7080875,전라남도,여수시,문수로 131(문수동),전남소방본부
여수소방서-연등-119 안전센터,34.754775,127.726675,전라남도,여수시,좌수영로 162(연등동),전남소방본부
여수소방서-평여-119 안전센터,34.8109122,127.6703169,전라남도,여수시,여수산단로 321(평여동),전남소방본부
여수소방서-소라-119 안전센터,34.8310224,127.6145657,전라남도,여수시,소라면 여순로 297,전남소방본부
여수소방서-학동-119 안전센터,34.76006,127.6651528,전라남도,여수시,망마로 20,전남소방본부
목포소방서-안좌-119 안전센터,34.75727,126.1240414,전라남도,신안군,안좌면 중부로 884,전남소방본부
목포소방서-지도-119 안전센터,35.0588332,126.2049612,전라남도,신안군,지도읍 해제지도로 1304,전남소방본부
목포소방서-연산-119 안전센터,34.818771,126.3777237,전라남도,목포시,산정공단로 64,전남소방본부
목포소방서-삼학-119 안전센터,34.7901662,126.406754,전라남도,목포시,삼학로 218,전남소방본부
목포소방서-경동-119 안전센터,34.7855691,126.3806872,전라남도,목포시,유동로 42번길 1,전남소방본부
목포소방서-호남-119 안전센터,34.7971333,126.3879875,전라남도,목포시,영산로 165,전남소방본부
무진장소방서-장수-119 안전센터,35.6499145,127.5212407,전북특별자치도,장수군,호비로 42,전북소방본부
무진장소방서-무주-119 안전센터,36.0028195,127.6551558,전북특별자치도,무주군,무주읍 당산강변로 126,전북소방본부
무진장소방서-마령-119 안전센터,35.7317555,127.3698239,전북특별자치도,진안군,마령면 임진로 2077-24,전북소방본부
무진장소방서-진안-119 안전센터,35.7964195,127.4347185,전북특별자치도,진안군,진안읍 진무로 1179,전북소방본부
무진장소방서-장계-119 안전센터,35.7322571,127.589538,전북특별자치도,장수군,장계면 육십령로 136,전북소방본부
