fire_id,위도,경도,진화접근취약점수,접근취약등급,임도거리_km,소방서거리_km,소방용수거리_km,산불소화시설거리_km,고도(m),경사도(도),TPI(지형위치지수),TWI(지형다습지수)
F_005814,38.8370653419362,127.01031964034516,97.79535421341991,매우 높음,77.50727201808336,75.96840128649431,64.6714425134189,78.80339659897146,398.75818,26.42331724025974,-4.523285,
F_006501,38.67339147796308,127.10882148706492,97.7842518819761,매우 높음,58.356088278639675,55.82434172161234,45.250672960714354,59.686824309084244,418.5849,25.79520864592829,-3.5763245,
F_005119,38.57327044668295,127.20478661559711,97.71592320746457,매우 높음,47.262583195744504,41.876122103937725,32.719927092369566,30.635043800846738,548.9808,23.14776962239371,2.492859,
F_004977,38.89617708545743,127.19395318331642,97.68312697581024,매우 높음,83.04033213176007,75.50864995297262,67.72338847098383,74.49759313847287,859.55884,23.049380927430725,-1.6386719,
F_005388,38.65773198667912,127.20513029167718,97.67553688904545,매우 높음,56.6244931205286,50.252368759765844,41.64760944627967,52.33734478281478,453.51614,24.42112646713633,3.324829,
F_006496,38.89100727979995,127.20409365843764,97.6753416518326,매우 높음,82.5072401477112,74.70209556793259,66.9978597836958,73.55354258112634,631.14844,23.02602495549777,-4.9662476,
F_005447,38.67830595946101,126.98816327230662,97.64119033186432,매우 높음,60.63944991567731,62.56588162812287,48.19513324994628,49.78851566460707,323.1978,28.22763699559296,-1.57724,
F_006365,38.92722438106282,126.97927695967014,97.56395098912071,매우 높음,87.86275339012919,86.07727748198029,75.06062198770142,88.21426299694306,754.3983,22.691852967362117,2.2885132,
F_005704,38.81970669055544,127.22509995322658,97.55687475068336,매우 높음,74.71996469329503,66.56496539123413,58.86774230518946,65.74620017499129,735.41504,22.670624252050104,-5.6602783,
F_005128,39.01167645392328,126.9598786151679,97.51239133160102,매우 높음,97.4121215471665,95.21405803830005,84.60284483698007,96.69591793415464,653.43506,22.53717399480308,1.9181519,
F_006356,38.63330781718779,127.43133301758148,97.50873754713423,매우 높음,53.79702248654026,43.13252119137082,36.80004547069623,38.8367740158759,865.11945,22.52621264140268,9.935974,
F_006464,38.54793108203217,127.2141210868804,97.4958545422335,매우 높음,44.545207102184776,39.01826785666916,29.788487931402248,27.69656280989401,646.4877,25.942719411859493,-1.5848999,
F_005933,38.69263269306567,126.75425287916434,97.47572291654697,매우 높음,70.21881760267296,67.64165474063225,59.753746456207665,65.04308015162805,738.77625,22.42716874964093,-4.1749268,
F_006331,38.84596077191617,126.84411490027254,97.46976467521371,매우 높음,82.26664547529374,85.15730921721104,70.29453500801282,72.44512499371483,509.20673,22.409294025641145,-6.074463,
F_005694,39.00577007800176,127.2022756896903,97.45269857074958,매우 높음,95.24682110605674,87.07535214749349,79.62553005776547,85.00790580164272,1110.538,22.358095712248733,-1.0439453,
